text,label
insha allah zamu koma mukara ibadah 🤲🏻,0
allah yajikan musulmi da rahama 🤲🤲🤲 😭😭😭,0
😳😳innalillahi wa inna ilaihirrajiun allah yai mana sauki da rangwame allah ya yafe mana zunubai kurakurai da dukkan gangancin mu 😭😭 amn,0
nidaikam muna buharirokon mushine allah ya shigemasa gaba ameen thuma ameen🙏,0
haha 😆 to idan buhari ya mutu fa ya zakai,1
lmao 😂😂 ashe karyar banza ce 😂,1
allah yana ji kuma yana gani😭,0
allah karo daukaka da dubun masoya ina sonki rahma😍,0
mtswww yaseen da zan kama ki a lungu sai na tattalla miki mari da karfi😠😠😠😠😠😠😠,1
allah yae wadaran naka ya lalace😠😠😠😠,1
barka da fatan allah ya karba ibadunmu sannan ya baki miji na gari🙏,0
😍😍😍🤣🤣koh kadan kun fadi gaskiya ne ai,0
baba ya hango mutuwa 😂,1
ya allah yamana maganin damuwarmu🙏,0
inde ya tabbatar da daya dga cikin wnn abunda ya fada sena rataye kaina👌👌👌,1
me kama da kanwata nayi karya🤷🏻‍♂️,1
ya raina shi ne shiyasa gargadi ma yake mashi dama el rufai kayi mawa da ya rushe gidanka 😏,1
masu mulki da mulkinsu masu kudi da kudinsu talaka kasha maska 😜,1
kai bbc kun iya gulma wllhy 😀😀😀,1
allah sarki abar kauna ta😅,0
dan haka muma muke sonki muke kishinki muke kaunarki💞,0
tunda kai kadai ka zo kn ko dan bakibakin ka kira ka bawa ka raya sunnar maaiki walla😂😂😂😂,0
angama ranki shi dade 😃renin wayo baiyi ba wlh,1
toh allah yasa hakane allah yakare manashi🙏,0
gaskiya gayun nan sunci mana mutunci allah ya hadasu da 1301 ta rike musu wuya 🙄🙄🙄,1
wanda suka zabeshi tabbas basu da hankali 😎,1
kano ta dabo ci gari kano tumbin giwa yaro ko da me kazo an fika kano jalla babbar hausa kano mai yan kasuwa da yan boko kano baya goya marayu kano mai dala da goron dutse mutanen kano masu daraja ilimiboko da arabi arziqi da kuma mutunta alumma💯💯💯,0
tabbas kuwa godiya nake oga🙏,0
👌🏿 rayuwa zamani ce amma dai wannan niima ce allah ya miki kuma zai tambayeki akan ta,0
wannan dan wiwin 🙄,1
amma gsky kunci kai 😂😂😂,1
kodai kun fara gajiya ne😰,1
ehh mana allah y karawa baba lpy😎,0
ya allah ka gafarta masa 😭kuma allah kataimaka mana tun duniyar nanduk mai hannu wurin kisansayaa allah ka tinamasu asirika wulaƙantasu birahmatika 🤲,0
sai buhari sai baba😁😁😁😁,0
yai wa kansa dan uwarsa😎😎😎,1
an yi wa yan adawa bulala a sudan,1
toh da uban waneh zai wani gaisheda buhari ☺️,1
suyita addua tareda kiran jamaarsu suma suyi addua sannan gabadayanmu muji tsoron allah dafatan allah yakawo mana karshen abin🙏,0
saboda rashin aikinyine ai😭😭,1
buhari tushen arziki😹😂,0
mahaifinki ya mana kuka muntara masa kudinmu a 2015daga bisani ya wasa mana barkono a ido kema yanzu salon cucin kike so ki dauka me a rayuwar ki da ya cancanci n10k toh mungane kusam ba ma ciki🤔🤔🤔,1
wannan zancen banza ne daga mutanan banza mu africa babu ruwan mu da wata coronavirus sune dai lallai su keso se sun alaqan tamu da ita 🤔🤔,1
nikan musulunci shine jamiyar dayafi min kowani jamiyar a duniya bama langeria baraayina nane🤔🤔🤔🤔,0
allah ubangiji ka kyauta ta namu karshen kowa da kalar nasa ajalin ita kuma kalar nata kenan allah kasa mudache amen 🤲,0
allahumma amin 🤲 malam aminu amincin allah ya tabbata zuwa gare ka tare da yan uwan kamasoyan ka tare da abokan harkar arziki,0
kai masu madafin iko kuji tsoran allah wlh👈,0
eh din ina ruwanku damu 😎,1
kina matukar birgué ni fati❤😘,0
mudai allah yakara rufamana asire duniya da lahira ameeen allah ya kawo muna karshen duk wannan matselulin 🙏,0
sadau ashe dai kina da kyau 😍,0
ku fada mai ae shugabancin nigeria ba shugabancin kannywood bane ba🙄,1
😭😭😭 allah ya jikan al umar musulunci ameen,0
shi rarara dayake wannan karen faraitarsu ne se ya xage mutanen masu daraja duka amman sune suke mai tafi suna bashi kudi dandaxon marasa daraja kawai 😢😢,1
kisha shaanin duniya cebabbar yarinya💋 son wani kin wanda yarasa🔥🔥🔥🔥,0
ranar talauchi kuma allah ka tsare mu da talauchi ka kuma yimana katangar larfe da ita amiin ya allah🤲🤲🤲,0
tohh yanzu ita wannan din mai ķwadayi ce ko mai rowa🤔😬,1
ae maganin shege karan maguzuwa tayi mun dede wallahi 💯,1
allah kayi mana maganin abinda bamu iyawa🙏,0
❤❤allahbaka nasara da tsohon kwana cikin da basira❤🙏🙏🙏🙏,0
yanxu aiii taxama rasha kowa yaxo ya shiga ya fitah lfy😅😅😎,0
bbc kuna daya daga cikin masu haddasa fitintinu da rashin fahimta a kasarmu najereya wa kuke tambaya😠😠😠 ko ko waya kamata ya amsa wannan tambayan mtsw,1
allah yajikanki da rahama mamata😢😢😢😢😢😢,0
to mudai allah ya kaimu gobe lfy🤲,0
gaskiya haka bai dace ba yakama ta a dubi lamarin haba dai 🤔🤔,1
hegia abinda a gidan gaala kika taso😟,1
allah yabamu ikon riskarsa🙏🙏,0
a aaamma munaso muje👈🏻😅,0
ina bindigar da ta harbe su da ita an ce an rufe boda amma ana shigowa da ƴar banzar coronar nan bindiga ta ɓarauniyar hanya saboda rashin bin doka🙄,1
to bbc yan bakin ciki munci 20 sai kuyi ta indiyawa margaya sala🤣🤣🤣🤣🤣🤣,1
kunji yan gatan liti mugu arewa kuma su mutu ko 😭,1
mukam ai muna ganin shugabanci a kasar nan tamu 😡 kuma dama duk wanda yace wani bai iya kumai ba shi kadai ya iya to fa wallahi shi ma bai iya ba,1
😂😂😂 masha allah gaskiya yaburge ni allah yasaka masa da alkairi,0
nasan zatayi dadi koh 💕,0
toh yanzu idan caji ya kare maka kana tsakiyar kan hanya toh ya mutum zai yi kenan ta wani hannun wannan ci gaba ne na san aikin jelani aliyu ne wannan 👏👏,1
allah sarki wani shashanci sai a kasar mu nigeria 🇳🇬 yaza ai baka kashe gobar da ke gidanka ba amma wai katafi wata kasa domin basu horo turr da wannan shuwagabanni namu,1
mutun bai gama aikin shiba yaje yana yiin n wani 😏,1
to ina ruwammu dakai 😜😂😂😂,1
allah ya shiga tsakanin na gari da mugu allah ya kara kare yan kasar mu nigeria 🇳🇬,0
hakan yayi se kuma a nemo yariman bakura ya tallafa abin yayi karko wanan shi ake kira tsari cikin tsari 😂😂,0
to ai dama tare suke harda kuma😡😡😡 a matsayin masu yada taaddanchin su,1
kasashen dake famadashi allah yakawomusu sauki wadanda basu dashi allah yatsare su da ita ameen 🤲allah,0
barcelona kuna ruwa😂,1
ni wlh ko hoton tsohonnan banason gani allah👌😏😕🚶🚶🚶,1
allah ya sa ku kamashi insha kallo😂,0
allah ya gafarta masa ameen allah yasa annabi s a w ya karbi bakoncinsa ameen 😢😢,0
tomeye abun fadi anan wannan ai shirmene😏,1
kina wuta ina binki da gas acigaba da gashi 😁,0
allah shi qara nisantar damu daga wannan muguwa cutar🤲🏽,0
subhanallah hasbunallahu wani imal wakil waii har wani wawa waii shi garba shehu yace mutum goma allah yasa a dauke dukkan yayansa 🤲🤲🤲🤲shima yaji yadda akeji,1
kaima zaa samu masuyin murna ka kamu duniya kenan tafi gabaruwa iya jima kana ruwa🏊,1
kai ba zaa karasa ba din kun fara isar mufa🙄,1
buhari faaa yaci kai wollah😂😂😂,1
allah sarki allah ka jaddada rahma a kabarinsa🤲🤲 wadanda sukai mana hk allah yaisa allah yaisa allah yaisa,0
wannan hoton batayi dai dai da labarin ku ba wannan batanci ne ga hijabiku cire kusaka hoton coci don allah 😡😡😡,1
shikenan munshiga uku akanmu zaimayar gashi bangama ginanaba😭,1
yanda wasu mahaukata sukayi aure dai ba masoyaba😁,1
wlh in basuyi hankaliba sai sunfara koyi da turawa 💯 kuma hakan zai ragemsu daraja ga idon duniya wlh shan shisha ba wayebane duk mai hankali bai yards yashata,1
allah kayi mana magani ka bu shuwagabbani nagari ka albakarci nigeria 🇳🇬,0
wannan yake wannan tunanin ma bashi da hankali ina jiyewa shugabannin mu fushin talakawa wlh 😎,1
diyan shaggu yan apc ko a ina idan anyi nasifa ga buhari shikenan ana kiyayya dashi na rantse da allah idan naga dan apc jinnake kamar in yankashi buhari allah yaisa😭😭,1
masha allah allah ya kara daukaka kannywood dr 💪,0
allah yakarba 🙏🏻 amma itakuma kocece acikin malaman nigeria oho,0
bbc hausa wannan kam zagi kukeson jawa mutuminnan😂😂😂,1
subhanallahi😰😫 allah ya kawo mana saukin wannan lamarin🙏,0
da kyau amma ayi masu wata dabara yanda zasu gudanar da harkan neman iliminsu tunda su ba masu gata bane ba dan allah 🙏🤲🤲,0
allah yabar sarki sunki allah yaso ka huta dan amadu👍🙏,0
allah sarki rayuwa na tuna lokacin da wasu yan arewanmu tsaban son buhari idan kace allah ya zaba mana mafi alkhairi sai kaji mutum yayi wuf yacema ai buharin shine alkhairin muyita istigfari 🤲🏽,0
shima yasan abinda yayi baidace ba ace alummar da kake mulka tashiga wani hali kuma kanaji kana gani kayishiru ai abin baiyi kama da dacewa ba amman babu komai akwai allah☝️,1
aka bude kasuwa bakuyi magana ba sae bude masallaci 😞 munafukae,1
allah ya shiryaki shiri na addinin musulunci ameen🙏🏼,0
ashe ba nigeria ne dakai miyagu bah😂💔,1
gaskiya dai yin hakan akwai zalinci sosai 😏,1
😂🤣😂🤣 allah ya kara dubun haka,0
ana wahalar damu😭,1
😂😂😂😂 kuce ashe andinga tashin hankali,1
ya allah soyayya irin ta sumayya indai ba manzon allah saw zanyi ma ba kada ka daura mana ameen ya rabbi🙏🙏🙏 sai kache rakiuan maza tazoyi duniya🏃🏃🏃,0
wannan matsalan rashin tsaro da muke fama da ita allah ya kawo mana karshan ta🙏,0
sama ta yiwa yarinya nisa saidai ta daga kai tai kallo😂😂😂😂😂😂😂yarinya gwara ki sauke kan ki kasa ki kalli su ali nuhu kumurci da kuma ni👈😂😂,1
abina farko ankwantarmana da tuta asaudia abina biyu kashemutane da boko haram sukai tayi da tada zaune tsaye da sauransu amma kwai saukin rayuwa😂,1
kai ana hege a kano 🤣🤣🤣 abba gida gida abba ashe a kotu ma akwai abba 🕺🏽🎼🕺🏽,1
ta faro ta kare mayu sun shaqure bbc 🤣💔,1
allah kadai yasan nawane suka zama jiya a maiduguri 😭😭😭 allah kaji kan musulmi,0
freedom redio makiya gwamna 😛,1
bbc ta ina zan biya kudin na gani inaso 😂,0
axxalimin shugaba na karshe tir 🚶🚶🚶,1
zama cikin muguwar qasa 😢 baa san darajarsuba ahiyassa ko sunzama wani abu basu sanin darajar kowa hakan shike tabarbare lokacinsu,1
ashema ghana basuda matamasu kyau yanxu wagga ce kure adakar su 😏,1
gaskiya nazifi duniya ne wlh💪,0
tabar solobiyo da bashi🤣,1
kaji dariyar mugu covid19 🤣🤣🤣🤣,1
ai martanin bashida amfani fache baza a dauki kwakkwaran mataki akan harkar tsaro bahaba kullum ana kashe alumma ba gaira ba dalili😠😠😠,1
wannan ai tafishi girma lallai kun masa auren gata😁😂😂😀 allah dai ya basu zaman lpia,0
ahhh ina yinki ramatu 💯💯💯😂,0
allah kara tsare gaba🙏🏼,0
hmmmm mune muka jawa kanmu talakawa ae mu komai sai buhari koh indai buhari ne gamu gashinan yan arewa 🤣🤣,1
allah y vashii saa sbd wnn duk sharrin maqiiyanshii neh da kuma tugguhuvangijii allah yah qetarar dashii daga kukan yan hassada da makirceh nah maqiiyah arewacin nigeria🤲🤲🤲🤲😭😭😭,0
mudai muruga musan annabi s a w ya hana ruf da chiki sabida kwan chiyachi ire ta yan wota ya allah ka stari musulunchi da musulmi🤲🤲,0
gskiya ku mugaye ne wlh🤣🤣🤣,1
a tauna tsakuwa domin aya tayi nadama👍🏿💪🏿👏,1
😂😂 haryanzu sunan nan da halinsu abin yazama jiki allah ya kyauta,1
sai ya koma gonar babansa ai duk mun koma gona🤣😁😂,1
ahh indai bahh mukam gasunan kaman sucikansu gasu munana saibakin girmankai dasan karya 😐,1
sai sanda a ka kammala bincike sannan zaa san gian kurkun da zaa tura ta kawai shugabani irin su mara sa tausayi rataye su ya dace ayi👿👿,1
🤣🤣🤣 tafara yimasa zafi ne,1
allai kawu mana zaman lafiya a nigeria koh inada masifan she😭,0
allah ubangijin yayi rahama a gare shi allah ya kyautata makwancin sa ya gafarta mai zunuban sa allah ya kyautata tamu idan lokaci yayi😭,0
allah ya isa yanzu saida akazo kanmu za a mana bakin cikin 33k 🥺,1
🤣🤣🤣🤣 toh fa allah ya ida nufi,0
🤣😂😄an xo wurin allah ya sa irin wanda xaa musu ne xaa ma sauran mabukata alluran😊 amma mu kam a kai kasuwa🤷,0
kina ruwa saadatu am 😀,1
zasu karasashi dai kawai a jirgin ma ya aka kare😅,1
kai mai yasa baka zauna a nigeria ba lokacin da baka da lafiyaa lokacin aso rock cewa akai babu sirinji ma🤔🤔,1
shiyasa nakejin dadin xama a africa musamman a yaya babbar🇳🇬😃😃,0
dan tana daya daga cikin wanda suka sa albasa yayi tsada 😂,1
allah ya kyauta 🙏 ya kawo ma talakawa mafita 🙏,0
allah ya basu masu amfani 🙏🏻 baba na kwasa tuwo fa🤣🤣,0
ai da sarkin yaja sallah wajen huduba za a kifar d kano saboda kwaba 😅😅😅,1
idan ba don zagin shugaba ba kyau ba ko😟😟😟😟idan ma abin kirki kakeyi zaka gani a gaban mahalicchi idan ma akasin haka ne duk zamu gani,1
shi rarara dayake wannan karen faraitarsu ne se ya xage mutanen masu daraja duka amman sune suke mai tafi suna bashi kudi dandaxon marasa daraja kawai 😢😢,1
kana ruwan zafi yasin 😂,1
wllh akwai kura wai anan xanshiga😢😢,1
maaikatan arewa 24 duk sai kiba kuke mai sirrin😍,0
🤣🤣allah sa dai kada ayi irin na zaben 2011 a nigeria,0
babban yaya dan allah a janyo hankalin manyan arewa dan kun fimu kusa dasu😭😭😭kashekashen da akeyi a nan arewa yayi yawa akashe yan shiah akashe katsinawa akashe yan borno akashe ya zanfara akashe ya kaduna abuja da sauran qauyuka😭😭😭,1
hhh 😂😂😂 allah y kiyaye,0
allah yai musu mafita kuma su sani cewa zasu iya kashe musulmi ko su kulle su amma bazasu iya kashe musulunci ba 😭,1
uban babbanshi daga can ma ya kara gaba 🤔waeku dallah mah mysa bakwa iya kawo mana labarai da zasu amfane mu,1
ashe da gaske batun da wasu mutane suke cewa shugaban kasa baisan abubuwan da suke faruwa a kasar ba saboda maaikatan da ya dauka kuma ya yarda dasu basa fada mishi gaskiyar halinda arewa take ciki allah mun tuba 😱😭,0
sai aikin ka nah kyau 🙌🏾,0
da izinin allah hakan bazai faru ba 😩😢,0
allah yakawomana zama lafia awannan kasatamu🇳🇬🇳🇬🇳🇬,0
shege da katon kai💂,1
kiso mai sonki🤐,0
wata sabuwa inji yan chacha toh allah ya hore muna abin saya👏,0
sai tace rabin raina 😍😻,0
alhamdulillah muna cikin farin ❤✊,0
mudai allah yabamu mafi alheri 🙏🏻,0
kasheta wlh jiya kuna kashemana mutane a apo yaumakuna fitoko 😠,1
yasamu kudin banza wani nadama zeyi 😄,1
wakar shata ta gagarabadau itace amsar wannan magana 🎶yi mun shiru bana na sha karo da firaunan karshe firauna na karshe dattijon wofi🎶,1
dankariallah ka iya mana da iwar ka🙏,0
yy kyau 😄😄 barayin banza kawe,1
abun tausayi abun dariya ma wallahi mu namu sai shegen yawo amma bai taɓa ɓata ba saboda mugun hali🤕,1
tsuntsun dayaja ruwa naga sai lallaba rahama sadau akeyi wassu ma har goya mata baya suke wai ana mata hassada ne idan kai magana akanta toh karki daina iskancin da kike yi dan buhun ubankiyau ina maryam hiyana anqi ai miki waazi ko nasiha dan ubanki😡,1
muna adduar allah yakawo muna sauki😭😭😭😭🙏🙏🕋,0
ita sarauta zabi ne na allah abunda ya kamata muyi fata shine allah ya kawo sabon sarkin da zai gaji marigayin ya kwatanta adalchi daga ko wanne gida allah ya kaddari ya fito daga ciki 👌,0
allah karaba nagari d mugu ama banda 🇳🇬 baza ayi haka ba sbd sunada yancin yin hakan,0
baban abba ganduje 🤲 allah yasa jinkiri yazamo muna alheri,0
anfara kawo karshenta inshaallah🙏,0
baba duk abinda zaka fada mu mungama mundawo daga rakiyarka kawai bazamu sake zabar ka 😂😂😂😂 anci amanar mu saidai allah kawai,1
a kamasu manan duk wanda kesan tada zaune tsaye akama hi hine mai kau 🙃🙃,1
zai taimakawa azzaluman shugabannin mu dea su habaka aljinsu 😎,1
allah ya jikan sa allah ya gafarta masa🙏🙏🙏,0
bura uba shinkafa heist akai kenan 😂😂,1
ai duk nigeria kin fi kowa rashin ilimin addini🤪🤪 ai dake da bobrisky tunanin ku daya😅,1
muguwa harta amsa toba sanki yake ba🥵,1
muna tare daku akoda yoshe 👍👍💯💯,0
kwarrai kuwa a taya mu jimami babban director🙏🙏🙏allah yajikansu da rahama,0
alhamdulillah masha allah bbchausa 👍 👍 muna godiya,0
munyi farin ciki da dawowansa🤔🤔,0
aekin banxa kullin cikin matsala amma har wani sabinta katin jamiyya kuke da rijistan sabo allah ya isa mana duka yaushe aka maedo na kankara 🙄😱😭,1
ahayye 💃💃 💃 nanaye wnan abu yayi dadi gaskiya allah yakara basira muna godiya allah yakaimu lfy,0
kai hakan bai kyauba allah ya mayar masa da alkhairi dan yafi wasu masu kudin yin aikin alkhairi🤲,0
haka mukeso baban abba 🥰😀,0
ya allah yataimaki musulumci da musulmai 🤲,0
kai dalla malan kaje ka cigaba da fama kawai😁,1
allah yakiyaye wato casu asaudiyya😱😱😱😱😱,0
tab allah ya kyau ta 😤😤,0
allah shine mai bayarwa saboda haka babu mamaki in suka samu allah ya basu 🙏,0
pdp ke ehu domin ayukan hannyyoyin da suka kasa gyarawane zaa farfado da data kudunchin nigeria zuwa gabar😀,1
allah sarki 💟allah ya baki lpy🙏,0
matsalar shine idan da gaske amotekun sun kashe fulani to fulanin fa akanmu zasu huce baa kan amotekun din ba 😭😭,1
mahaukaci yayi nadama 😂,1
ba yadda zaa yi hankula su kwanta ana yiwa mutane kisan kiyashi da yawan mata sun zama zawara sbd an kashe musu mazajeyara kanana sun zama marayu a lokachin da suke bukatar iyayen su a kusa dasuya allah ka kawo mana karshen wadannan masifu🤲🤲allah mun tuba😭😭😭,1
basuda laifi ni yanzu na daina ganin laifin su masu laifin sunanan a tare damu su babu abinda ya damesu na daukar matakin gaggawa a kan wannan alamarin maganar gaskiua muna cikin damuwa a kan matsalar yan uwan mu😭😭😭😭,1
aiki na kyau jinjina ga hukumar kwamushe masu zamba ta yanar gizo amma ni akwai tambsyar da nake yima kaina kullum wai mai yasa alummomin najeriya musamman matasa sukayi fiche a harkan kwamushe kuɗaɗen mutane masu san banza don allah inaso wani yabani amsa 😷,0
ai kullum acikin kokawa muke 😭😭,1
sabida trump dan ciki baqi ne 👌😎,1
wlh kada sufara hakaakwae matsala babba 😠😠,1
jiya oyo suka rushe nasu sarakunan bugen 😂yau kuma kaga kano ma ta biye mata 😂,1
wannan yarinyar kinada taurin kai yaseen 😠😏,1
alhamdullah sarki ali nuhu na yarda in mutu 🙏🙏🙏,0
hhhh akin banza kwai daga baya kenan sadaka da karuwa 🤣🤣🤸,1
allah wadaran naka ya lallace wato nigeria har tayi wannan lalacewan🤔🤔🤔,1
masha allah abu yayi kyau fatan alkairi allah ya kara daukaka da basira and 🤲🤲🤲🤲🤲🤲🔥🔥🔥🔥🔥👍👍👍,0
jiya da yamma gsky keke akwai wahala wlh sai dai kaga mai mashin yazo ya wuce ka da gudu🙏🙏🚵🚵🚴🚴,1
kwadayi ne kawai keja masu😷,1
masu alaka da kudi ma bazamu kawo bah🙄 muna fama da azumi kuna damunmu kusa waazi mana 🙄🙄,1
mukam a nigerian shekau ma sun kasa kamawa bare kuma baba na abuja😞😞😞,1
haba bbc ku har tambayan abinda zaa tattauna kukeyi bayan kuna ganin kisan da akeyi a arewa da garkuwa da mutane har yanzu yaki tsayawa kuyi mana da kanku adalci mana🤦🏻‍♂️,1
allah ya kara ma dr lafiya da imani 🙏,0
ydg addua kawai zamu kara yiwa iyayen mu mata da fatan allah ya rabamu da wannan cutar ameen😒😒😒😒😍,0
allah muntuba allah mundawo xuwa gareka ya allah kamana tsari da wannan abu ya allah ka nisanta mu da ita ameen 🙏🙏😭😭😭,0
wlh sai allah yasa anci ubanshi wanan mc wayyo cikina🤣😂😂🤣😂🤣😂,1
gaskiya ina fatan haka amma dai abin kamar da wuya😢😢😢,1
allah yasa ki tuna da saurayinki mai tsire dai 😂😂,0
harka ta shia dai akwai saka kai a cikin wahala taya zaka afkawa mai manyan makamai ta wannan sigar🤔,1
gaskiya muka fada 😅🤣yan gulma,1
fata nagari ga wanda yafi alkairi🙏,0
tuwon girma miyan kuka 😂,0
wanda ya kahe a kahehi😎,1
😄 ko kuma sabuwar yaudara ba,1
an rufe qaton bakin kenan 😂😂,1
wan nan haukane bawan allah yanaso ya taimaki qasata amman allah yadauki rayuwarsa amman gashi yau banzaye suna cemai yasaci kudi to wlh kuda allah ga babban barawo nan 😨😓😡😠,1
ku duba matar nan da ɗanta abin tausayi zamu ji da matsalar rashin ingantaccen ilimi ne ko rashin abinci ko rashin ingantaccen kiwon lafiya ko rashin zaman lfya 😭😭😭,1
zai dawo yaci ubansu ai har alkalan 😹,1
tantabara uwar alqawari komai dare gida xata kwana 😀😂😂,0
ministan tsaro ya kamata yayi marabusko shugaban kassa ya tsige shi👎👎,1
wannan haka yake oga 😂,0
mukan karan kasa ma muna allah wadai da shi😗,1
gsky bbc ku yan rainin wayao ne🥴🥴🥴,1
wannan kwalliyar ko ruwa bata biya balle kudin sabulu 🙆🙆🙆,1
😂😂hukuncin yayi daidai inama a fara hakan a nigeria da tuni masu fyade sun ragu,0
allah yasa shi mutu yau indon ni😎,1
mai zai haura n300 kenan 😢 allah kayi ma wadannan mutane abunda sukayi ma yan nigeria 👌,0
anday raina arewa walahi bbc kufada da turanci manadan musan da kowa kuke bakuzabi yareba😌😕,1
magana ta qare🙅 amma buhari yayi bacci akan taaddanci a qasar nan maganar gaskiya,1
allah dai yasa ba rakaa 1 yace zasuyi ba 🤣🤣,0
ana zalunci aqasar nan😥😥 allah yabi mana haqqinmu,1
innalillahi wa inna ilaihi rajuun 😭 😭 😭 allah allah kayi mana tsari da wayannan bayin naka marassa imani ameen,0
fg sun kasane da sai sun ci haram sannan surabawa alumma 🤔,1
babu fushin da munkayi dashi illa dai kuskuren da ni nake hange shi ne yayi kawaichi ne da kuma fadin gaskia saidai ya fadi gaskia lokachin da muke mugun jin takaichin duba da irin rashin tabuka kome na chigaban arewachin 🇳🇬 gefen tsaro da taimakon mu,1
allah yakawo mana karshen wannan tashin hankali 🙏🙏🙏,0
insha allah kafin lokaci komai zeyi daidai dan allah akara hakuri shugaba na sane daku mutan nigeria 🙏🙏,0
allah ya gafarta masa adalin shugaba kasata nigeria na bukatar irinku amma banda irinsu yawale 🚶🚶🚶,0
🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️ mu ina ruwanmu,1
wannan shi ake kira da rayuwa knn yayi tashe kamar bazai kareba amma kuma yanxu ga yanda allah yayi da rayuwarsa😢 ubangiji knn ba wanda ya girmi kaddarar allah,0
allah sarki taci kwalliya abinta badon lockdown ba da tuni anfara maganar ahadu a trade fair akarbi kudin garori amma yanzu saidai awanke hannu azauna agida😏,1
hhhhhh alhmdullh gsky tafara fitowa 😂😁,0
allah yaga zuciyata nayi niyyar zuwa wannan shekarar amma sun toshe mana hanya 😥😥 allah yasa in samu me biyamin wata shekarar amen ina ruwa yasin dan gamu gareka,0
daidai kenan👌 tayaya za abar mutane cikin yunwa da fatara ace za aga daidai🤷🏻‍♂️,1
masifar rayuwa kenan🤓,1
😂😂😅 akwai har ƙallah allah ya kaimu 8pm lafiya,0
allah ka kawo mana karshen wanan jarrabawan🙏 ka karemu daga sharrin wadan nan mugayen mutanen nan allah ka bayyana wanda suka kama kuma ka tona musu asiri duniya da lahira ameeeeeeen,0
gaskia kam ana barin halak dan kunya allah ya kyauta 👏 abin dai bbu dadi ko kadan,1
naki yaji tsoro 😂😂😂,1
ayya kuwa akwai lauje cikin nadi 😂🤣,1
zan wasta musu turare🙄,0
wannan makadin yana cikin nishadi gaskiya 😂,0
anemawa barayin sanaa mana aga ko zasu kara sata 😎,0
gyada mai sihiri ka bara kaga 2 ka murza kaga 4 ka tamna kaji gardi😍😂dan hausa ba bagwari ba,0
aww shine yaci kunu bayaso kenan 😶😶,1
wannan allah wadai da kakeyi babu maganin abunda zatayi kamata yayi kayi amfani da tsohuwar fasaharka ta mulkin soja domin ka tabbatar da zaman lafiya a kasa baki daya baba kabamu kunya wallahi yar arewa muna cikin tsaka maiwuya😩😩😩,1
💃💃💃💃allah kara tuna masu asiri yabamu zaman lfy me dorewa,0
ada yakeda kwarjini da kima a idanun jamaa yanzu kuma ya baras saura jifar talakawa tunda baisan abinda yakeba 😕,1
toh🤦 muda bamu yarda d itaba mah,1
ana yi muna jin dadi 😂😂🤣🤣,0
subhanallahi allah yasa wannan bayanai ba gaskiya bane ya allah😭,0
yau naji nafara son ganduje wlh a zuciyyata uban abba zama daram insha allah🙏🏻,0
minene amfanin mulikin farar hula a wannan yanayi gaskiya ni inakira ga masu madafan iko a gaggauta sauya shugabancin kasarnan zuwaga hannun sojoji kawai shine mafita ina amfanin wannan bakin mulki dan allah an mayar damu tamkar dabbobi malam😭😭😭,1
allah ya taimaka maka shugaba adali 🙏,0
jakar uba yanxu haka sun hadu 🤪🤪🤪,1
😭😭 gaskiya wannan abin jajantawane domin mutane da dama suna amfana da kamfanin allah ya maida masa da dubunsa ameen,0
gt xankoma yasin tunda kinyi allah ya isa kituromin 550 din dan tacisu😂,1
wannan gaskiya ne dattawan arewa 👍👍,0
😂😂😂😂😂 koma maiye dai bara musha kuka ba,1
yarinya idan ma zaki shirya wlh ki shirya duniya ta tafi china wurin kwaso bulolin cin ubanki saidai matsalar ba jirgi zata hauba da kafa zata zata jima bata dawoba amma wlh duk randa ta dawo sai kin kwammace ki mutu jakar banza jakar wofi 😎,1
kaji abin haushi toh uwar me mutun zaizo yayi daga kano zuwa kaduna allah n tuba ay gara na tafi kauyen dadin kowa🤣,1
can da yawassa neman arziki ya rufemaka ido don kare hakkin kasarka😱,1
hummmm inbanda qasata naija a ina akeyin haka kacutar da jamaar da saninka kuma wai daga baya kace suyafema rainin hankali kenan😠😠😠😠😠 wato kaci banza kenan ko to bazai yiwu ba,1
karambani ne ya kaimu shiga harkar ganin wata tareda saudiyya 😢 taya za a ce sai saudi sunga wata sannan za ace muma mun gani,1
allah yakara tsare muslim a duk inda suke ameen yarabb🙏,0
duniya kenan manyan sai tafiya suke allah yajiqanshi da rahama yasa aljannar fidausi ce makumarsa bijahi rasululah s a w 😭😭😭,0
allah ubangiji ya gafarta masa yasa ya huta ya baiwa iyalansa hakurin rashin sa idan tamu tazo muyi kyakykyawar makoma rayuwa babu tabbas 🙏🙏😭🙏🙏,0
allah mun tuba allah idan ka ƙaddara mana tsawon rai don tsarkin mulkinka kada ka maimaita mana irin wannan shekarar a rayuwarmu😭😭,0
nabi artabu da gudu na kwala masa dutse a ka 😏😏,1
allah ya kiyaye musulmi a duk inda yake🙏🏾🙏🏾,0
kaji irinsu koh kwata kwata basuda imanibah talaka ne a gabansu bah daga magansu sae yaransu ya allah ka kawo mana qarshen zalunchin shugabbani🙏😭💔,1
kana ruwawnn ai tunzura masuyi akayi😎 maimakon ku hadasu da allah sudainaa kanan🤣🤣🤣,1
mu alumman arewa duk wanna bashi muke bukataba a kawomana karshen wannan masifaaa😭 rege masa mukami baxai regemu da komaiba wannan shikadai tashafaa🤥,1
